client_id,le_id
100041124,11021512
100041125,11078548
100041126,11040096
100041127,11191676
100041129,11178538
100041130,11178531
100041131,11178576
100041133,11178513
100041134,11197175
100041137,11178534
100041138,11096187
100041142,11019346
100041496,11032213
100041575,11160034
100041602,11066223
100041645,11174843
100041763,13567106
100041791,11019313
100041816,11208321
100041824,11169451
100041852,11067589
100041854,11125942
100041855,11022891
100041857,11167798
100041858,11173051
100041913,11193751
100041968,11188703
100041984,11720340
100042074,11196196
100042087,11196743
100042175,11190850
100042261,11067674
100042272,11194066
100042321,11193030
100042383,11196789
100042436,11197437
100042467,11194320
100042484,11211843
100042615,11197571
100042668,11895093
100042865,11205374
100042879,11197501
100043099,11545711
100043125,11197514
100043254,11190186
100043265,11199279
100043346,11005254
100043486,11199480
100043575,11196574
100043619,11198336
100043645,11198511
100043806,11275700
100044134,11229188
100044142,11201452
100044143,11200207
100044144,11199660
100044249,12171425
100044250,13484286
100044259,11201703
100044279,11180368
100044443,13189394
100044449,11190242
100044452,11201228
100044514,11201961
100044538,11200461
100044552,11202480
100044581,11201484
100044710,11200667
100044810,11201122
100044959,11644158
100044963,11201554
100045129,11202765
100045130,11202311
100045166,11201560
100045241,11203435
100045404,11200859
100045517,11204013
100045644,11339046
100045739,11203814
100045840,11201480
100045865,13156129
100045873,11203255
100045889,11027963
100045942,11198619
100045973,11203892
100045981,11206281
100046032,11205136
100046097,11204169
100046154,11202769
100046306,11210661
100046341,11909146
100046343,11206430
100046382,11380819
100046509,11034784
100046640,11205071
100046677,11205996
100046820,11240799
100046829,11201681
100046859,11583086
100046866,11207658
100046867,11207697
100046868,11207695
100046885,11200021
100046922,11205507
100046986,11203725
100047094,11202237
100047152,11321957
100047343,11202649
100047359,11208877
100047364,11203501
100047370,11034784
100047408,11208909
100047482,11247250
100047608,11211154
100047616,13441787
100047640,11022067
100047739,11197719
100047744,11485852
100047762,11208612
100047805,11211152
100047863,11211671
100047956,11210805
100048069,11067733
100048160,11212378
100048313,11213345
100048339,11215668
100048375,11212555
100048497,11289220
100048650,11218045
100048697,11215663
100048782,11207520
100048809,11216168
100048886,11217949
100048919,11304370
100049112,11236234
100049126,11213123
100049165,11248158
100049349,11178186
100049363,13573338
100049371,12124404
100049428,11218934
100049479,11215606
100049482,11062583
100049588,11212301
100049595,11234145
100049773,11229015
100049869,11221899
100049900,11221744
100050061,11800550
100050081,11221134
100050150,12986349
100050172,11492835
100050225,11223105
100050241,11296114
100050247,11224730
100050305,11692622
100050346,11229572
100050426,11294681
100050439,11223395
100050531,11222103
100050540,11217293
100050550,11033465
100050568,11939358
100050925,11222809
100050927,11222027
100051056,11224074
100051235,11211699
100051328,11218428
100051341,11645614
100051582,12465268
100051800,11222594
100051845,13612959
100052001,11322194
100052003,11142027
100052053,11227180
100052076,11264626
100052120,11367828
100052204,11227576
100052361,11226070
100052395,11225264
100052396,11022725
100052607,11217776
100052739,11224307
100052991,11227708
100053101,11248449
100053174,11159799
100053327,11228044
100053420,11154427
100053421,11022353
100053422,11224904
100053451,11228528
100053474,11223154
100053537,11227439
100053653,11200533
100053721,11026378
100053725,11230239
100054065,11229966
100054169,11229006
100054304,11231704
100054602,11131522
100054868,11229291
100055200,11232493
100055208,11219482
100055242,13455902
100055298,11232537
100055317,11231892
100055424,11286053
100055568,11231219
100055679,11232167
100055686,11150216
100055875,11382988
100055914,11235087
100056006,11235350
100056035,11241364
100056248,11646763
100056265,11235166
100056299,11233968
100056573,11234944
100056750,11230620
100056853,11470534
100056942,11235253
100056950,11178571
100057131,11304659
100057220,13545640
100057311,11152574
100057493,11388287
100057576,11236185
100057674,11175151
100057716,11236280
100057805,11239360
100057835,11235428
100057876,11241377
100058235,11120972
100058549,11239046
100058716,11236284
100058720,11142151
100058780,11234416
100058838,11242584
100058847,11186950
100059104,11242653
100059129,11947403
100059179,11180554
100059263,11250215
100059309,11024080
100059492,11240374
100059593,11197200
100059612,11240384
100059985,11246337
100060054,12037263
100060071,11221249
100060119,11241835
100060195,11195790
100060217,11277825
100060231,11243146
100060346,11240693
100060446,11236326
100060449,11129784
100060538,11193729
100060607,11248056
100060646,11470533
100060664,11067452
100060667,11067457
100060725,11380730
100060826,11108339
100060860,11232799
100060974,11245528
100060978,11066803
100060994,11151205
100061147,11227015
100061178,11155144
100061241,11127754
100061340,11174693
100061380,11022766
100061381,11023990
100061382,11171399
100061387,11310594
100061536,11233212
100061550,11245670
100061570,11199153
100061579,11178506
100061668,11204240
100061676,11097751
100061680,11023523
100061813,11131764
100061816,11237806
100061822,11250363
100061840,11161029
100061965,11248574
100061966,11183239
100061973,11241772
100061994,11159209
100062009,11163658
100062026,11200065
100062037,11380819
100062086,11201361
100062130,11250672
100062163,11182848
100062178,11026332
100062182,11313257
100062187,11341954
100062192,11240956
100062240,11027536
100062241,11228983
100062243,11187508
100062289,11212745
100062291,11245561
100062302,11188565
100062314,11132825
100062329,11228045
100062421,11193466
100062437,11180442
100062446,11249716
100062448,11250774
100062488,11171676
100062563,11182053
100062584,11201446
100062673,11309631
100062761,11130040
100062775,11166263
100062793,11950403
100062827,11250532
100062864,11271378
100062903,11251317
100062934,11185769
100062976,11192036
100063080,11252634
100063132,11252138
100063171,11159607
100063177,11019063
100063209,11251895
100063265,11250321
100063298,11112782
100063344,11230621
100063422,11252253
100063429,11256805
100063466,11246298
100063471,11256812
100063474,11253329
100063580,11253724
100063595,11018940
100063611,11253127
100063613,11252470
100063650,11165087
100063655,11027067
100063671,11260411
100063705,11204681
100063756,11249952
100063760,11254224
100063769,11063183
100063792,11263075
100063839,11131139
100063895,11023495
100063977,11160898
100063992,11153260
100064049,11201830
100064055,11162631
100064102,11255718
100064189,11193053
100064194,13556414
100064223,11031113
100064226,11022258
100064227,11031110
100064240,11025064
100064264,11185259
100064272,11255090
100064279,11196741
100064286,11130788
100064289,11190109
100064290,11158201
100064355,11205113
100064437,11351049
100064485,11019461
100064508,11021902
100064510,11019073
100064521,13126432
100064537,11019495
100064539,11018662
100064564,11019387
100064591,11019871
100064614,11019984
100064681,11022247
100064712,11019549
100064719,11027777
100064739,11019996
100064756,11021208
100064784,11018123
100064790,11018715
100064834,11294682
100064859,11226389
100064861,11206623
100064889,11019551
100064895,11018779
100064927,11019227
100064933,11019738
100064946,11023182
100064952,11156650
100064984,11018216
100064986,11018148
100065020,11019981
100065041,11018776
100065056,11018669
100065073,11044595
100065163,11019427
100065243,11019794
100065248,11022498
100065253,11018159
100065254,11019378
100065276,11022129
100065279,11019964
100065313,11018625
100065318,11020904
100065325,11032678
100065333,11021309
100065350,11018580
100065354,11019626
100065355,11021912
100065362,11021680
100065423,11018707
100065451,11019459
100065462,11022699
100065483,11021164
100065586,11021216
100065594,11018240
100065616,13299474
100065665,11018877
100065698,11128072
100065757,11287553
100065834,11023225
100065855,11022386
100065899,11020995
100066025,11334586
100066118,11019781
100066187,11021514
100066224,11022631
100066239,11021043
100066240,11019612
100066294,11200291
100066306,13558853
100066322,11023243
100066337,13412572
100066347,11189127
100066413,11018752
100066426,11021250
100066443,11159842
100066502,11166762
100066534,11064497
100066609,11554671
100066641,11021471
100066643,11078947
100066669,11166241
100066700,11023352
100066747,11021291
100066806,11020994
100066874,11021379
100066877,11022064
100067001,11200626
100067014,13611179
100067031,11023703
100067065,12170748
100067123,11020992
100067225,11023516
100067273,11021684
100067420,11018852
100067453,11018273
100067622,11019020
100067633,11023035
100067691,11150677
100067762,11022972
100067814,11023108
100067955,11024581
100068057,11023981
100068128,11024038
100068160,11019860
100068205,11394609
100068216,11021549
100068268,11019237
100068337,11277998
100068411,11228511
100068417,11025060
100068502,11187597
100068506,11021698
100068528,11024091
100068548,11126906
100068554,11128454
100068564,11217896
100068605,11021059
100068624,11025429
100068764,11022747
100068774,11025406
100068775,11228608
100068821,11022612
100068836,13459087
100068970,11179221
100068984,11019351
100069031,11018744
100069067,11023595
100069082,11164669
100069117,11021712
100069151,13412573
100069368,11243111
100069453,11018849
100069458,11178664
100069526,11269236
100069579,11131856
100069608,11025975
100069664,11019802
100069700,11126682
100069758,11025999
100069770,11025535
100069867,11025964
100069887,11163726
100069961,11024957
100070072,11023915
100070080,11023087
100070103,11149065
100070210,11079281
100070217,11189927
100070291,11147366
100070492,11026389
100070500,11025984
100070501,11019279
100070518,11026426
100070578,11228501
100070589,11019056
100070595,11160901
100070732,11021078
100070784,11018960
100070825,11019122
100070998,11132153
100071009,11020914
100071017,11025463
100071059,11018806
100071060,11020936
100071085,11024042
100071107,11026336
100071160,11024176
100071177,11200377
100071179,11024120
100071191,11019963
100071233,11018856
100071239,11022796
100071241,11025523
100071331,11020951
100071369,11032208
100071384,11022251
100071438,11092535
100071476,11302912
100071548,11022493
100071573,11025894
100071589,11026735
100071654,11021576
100071689,11132906
100071732,11054491
100071758,11026838
100071772,11026400
100071852,11157183
100071948,11122944
100071964,11024163
100072026,13228214
100072114,11181713
100072128,11147530
100072181,13309810
100072218,11380368
100072264,11019823
100072360,11206023
100072411,11171995
100072464,11025624
100072562,11027321
100072564,11128601
100072624,11385810
100072634,11201297
100072636,11022556
100072637,11023999
100072674,11027265
100072703,11046875
100072712,11191544
100072765,11024733
100072847,11027411
100072930,13461441
100073007,11280613
100073038,11227021
100073059,11024321
100073350,11158741
100073394,11086270
100073715,11129028
100073787,11024666
100073812,11027385
100074113,11155214
100074149,11250877
100074317,11021328
100074321,11019935
100074362,11189393
100074471,11269795
100074576,11027826
100074695,11027337
100074815,11024439
100074865,11132827
100074902,11315851
100075054,11021566
100075203,11107921
100075350,11176387
100075373,11337070
100075383,11031095
100075641,11024270
100075717,11024557
100075940,11400526
100076022,11032393
100076054,13347493
100076061,11264322
100076114,11199153
100076253,11028114
100076280,11027829
100076644,11415659
100076724,11386455
100076781,11254582
100076864,11160132
100076977,12598100
100076990,11403118
100077083,13584489
100077674,11035155
100077783,11028161
100077966,13328015
100078032,11929599
100078198,11160428
100078360,11025137
100078432,11027259
100078498,11025764
100078680,11024808
100078741,13482974
100078858,11019156
100078999,11189195
100079045,11194341
100079075,11021535
100079232,11130118
100079262,11022889
100079302,11248872
100079370,11152396
100079418,11031129
100079538,11173911
100079621,11023670
100079819,11161557
100079984,11028242
100080307,11026308
100080324,11407017
100080396,11229161
100080512,11028618
100080601,11024851
100080762,11241771
100080893,11277303
100081336,11034789
100081365,11031172
100081587,11330168
100081816,11035213
100081817,11035182
100081872,11024439
100081876,12844612
100082765,11047664
100082996,11078078
100083158,11066400
100083224,11234885
100083304,11047659
100083344,11067878
100083679,11078322
100083787,11067860
100084018,11079086
100084046,11067936
100084093,11078905
100084204,12209425
100084330,11168856
100084349,11078970
100084474,11078524
100084618,11034808
100084879,11201035
100084894,11086595
100084921,11151060
100084942,11087308
100085028,11062044
100085066,11166611
100085070,11092376
100085098,11067991
100085131,11087026
100085157,11166749
100085295,11130312
100085530,11095310
100085823,11372700
100086103,11024439
100086126,11619550
100086526,11095594
100086574,11909003
100086739,11183109
100086843,11124187
100086846,11112774
100086955,11206367
100087267,11186949
100087388,11156382
100087827,12501188
100087860,11018706
100087926,11154740
100087967,13330334
100087968,11086506
100088029,11096643
100088394,11127715
100088663,11130115
100088684,11129384
100088756,11129928
100089072,11261565
100089158,11130817
100089272,11131063
100089314,11185791
100089358,11149815
100089428,11131149
100089432,11131166
100089724,11237721
100089891,11216746
100090254,11132435
100090366,11230157
100090463,11151931
100090464,11151530
100090471,11147573
100090506,11132904
100090514,11174691
100090748,11938383
100090869,11096606
100090890,11149100
100090987,11148135
100090989,11126095
100091067,11132493
100091081,11150087
100091123,11131367
100091162,11191066
100091244,11151236
100091422,11151125
100091439,11314508
100091443,11028556
100091476,11151090
100091528,11018752
100091604,11151426
100091623,11151827
100091885,11147995
100091902,11151631
100092061,11152051
100092076,11168267
100092136,11151503
100092152,11151527
100092153,11152845
100092397,11151228
100092503,11127801
100092600,11158511
100092674,11149666
100092900,11264172
100092995,11155152
100093316,11097990
100093676,11155643
100093741,11466432
100093817,11040478
100093897,11156908
100093915,11156646
100094153,11644053
100094192,11157494
100094222,11585386
100094262,11157235
100094381,11287405
100094464,11024439
100094507,11156666
100094806,11158261
100094846,11157708
100094976,11157276
100095079,11253386
100095148,11155008
100095149,11096620
100095365,11195001
100095406,13385571
100095425,11226335
100095906,11240165
100095991,11159582
100096147,11211791
100096658,11301613
100096659,11270065
100096725,11158553
100096784,11301839
100096822,11304035
100097043,11224670
100097088,11189376
100097169,11162128
100097227,12200445
100097282,11160508
100097340,11690500
100097354,11162010
100097371,11062957
100097467,11161772
100097626,11162030
100097658,11237613
100097763,11161923
100097795,11163040
100097814,11162925
100097965,11331270
100098150,11163382
100098156,11086826
100098189,11208039
100098190,11163440
100098555,11204692
100098653,11234379
100098724,11304640
100098870,11384086
100098900,11163291
100099019,11289190
100099190,11171557
100099274,11153426
100099359,11142298
100099362,13004868
100099533,11200724
100099540,13561057
100099615,11164152
100099716,11330294
100099960,11142339
100100078,11142004
100100522,11018139
100100742,11155283
100100835,11167383
100100857,11171917
100100886,11499412
100100936,11166613
100101148,11241929
100101389,13556088
100102015,11171147
100102174,11310982
100102262,11127792
100102540,11169952
100102547,11170510
100102548,11169262
100102645,11170345
100102773,11142260
100102896,11168853
100103023,11164293
100103289,11164396
100103648,11164468
100103683,11172791
100103966,11045352
100104111,11168420
100104128,11646524
100104171,11164745
100104319,11240205
100104418,11329365
100104499,11173183
100104606,12377886
100104713,11084143
100104717,11958566
100104772,11169282
100104953,11174318
100105001,11179642
100105392,11172180
100105652,11231138
100105679,11170019
100105702,11176323
100105725,11176722
100105850,11165592
100105881,11172911
100106219,11309748
100106519,11094819
100106625,11179340
100106666,11178638
100106670,11186450
100106787,11179630
100106788,11180574
100106959,11179706
100107020,11096617
100107161,11180294
100107270,11090020
100107281,11024328
100107345,11181556
100107532,11178537
100107570,11449552
100107603,11302734
100107605,11305492
100107639,11180641
100107714,11226943
100107743,11180426
100107771,13296335
100107903,13556089
100108330,11182524
100108458,11182304
100108573,11182759
100108575,11182758
100108598,11184873
100108692,11185165
100108695,11528406
100108901,11185503
100108918,11245730
100109022,11185066
100109032,11181433
100109547,11186153
100109704,11976943
100109780,13331992
100109781,11117076
100109908,11185629
100109909,11185601
100109999,11187670
100110055,11187906
100110170,11187938
100110220,11332597
100110253,11183208
100110441,11188869
100110624,11188569
100110645,11190731
100110659,11189137
100110681,11224547
100110844,11189065
100110898,11551530
100110901,11188929
100110918,11190297
100110936,11186695
100110947,11188844
100110969,11187508
100110975,12378765
100111054,11180624
100111108,11261375
100111205,11186302
100111233,11201283
100111241,11180192
100111247,11340294
100111255,11190214
100111257,11187020
100111273,11181498
100111275,11190290
100111368,11186540
100111485,11190724
100111522,11191556
100111531,11243924
100111539,11458332
100111707,11191559
100111807,11191891
100111874,13632057
100111974,11192169
100112036,11188767
100112099,11192611
100112116,11186696
100112130,11193311
100112161,11171673
100112162,11171674
100112241,11191409
100112265,11192893
100112290,11173093
100112503,11195653
100112504,11195201
100112693,11192148
100112794,11195370
100112818,11086912
100113008,11196026
100113081,11270149
100113106,11261566
100113116,11248895
100113181,12375865
100113182,11241097
100113201,11264273
100113206,11264771
100113210,11265580
100113216,11261370
100113257,11090756
100113269,11090955
100113271,11090940
100113272,11090618
100113274,11091337
100113275,11091033
100113283,11090921
100113286,11090045
100113287,11090802
100113301,11091784
100113305,11090120
100113322,11091298
100113361,11286486
100113364,11285738
100113430,11286075
100113458,11284658
100113459,11285304
100113480,11091206
100113493,11280228
100113494,11278282
100113499,11091936
100113503,11286650
100113509,11277131
100113514,11091275
100113519,11285474
100113524,11090729
100113536,11285310
100113538,11091198
100113539,11091953
100113544,11286426
100113570,11250656
100113586,11092187
100113598,11285735
100113606,11091713
100113623,11091355
100113624,11090432
100113635,11164589
100113653,11280555
100113660,11285135
100113674,11176241
100113678,11219019
100113683,11280696
100113688,11171934
100113691,11177709
100113692,11181054
100113698,11281081
100113702,11285298
100113732,11193722
100113734,11326319
100113736,11196647
100113741,11277492
100113744,11194863
100113745,11197685
100113746,11280799
100113747,11277510
100113750,11195645
100113751,11338950
100113753,11280834
100113761,11332442
100113764,11339005
100113765,11288064
100113772,11281058
100113781,11317034
100113785,11195620
100113794,11204200
100113798,11346380
100113799,11285471
100113802,11329706
100113807,11288080
100113826,11092201
100113839,11280718
100113851,11277122
100113855,11280572
100113859,11280789
100113864,11280552
100113865,11283347
100113868,11278089
100113873,11339001
100113874,11285469
100113880,11326133
100113881,11284657
100113884,11314611
100113885,11277455
100113895,11233991
100113900,11447472
100113908,11285318
100113913,11285311
100113918,11282684
100113921,11329513
100113924,11231076
100113929,11185492
100113940,11233131
100113952,11282685
100113974,11278174
100113978,11268433
100114039,12190505
100114082,11460235
100114116,11296236
100114118,11268512
100114151,11092726
100114152,11092704
100114157,11190406
100114160,11203008
100114176,11206938
100114177,11217975
100114187,11182982
100114229,11470012
100114249,11236312
100114275,11272828
100114276,11264252
100114289,11193850
100114343,11161199
100114351,11211320
100114358,11123192
100114359,11313170
100114365,11239058
100114369,11265246
100114388,11742974
100114420,11090603
100114421,11090596
100114427,11090631
100114437,11090028
100114441,11090035
100114463,11147513
100114471,11163218
100114472,11162901
100114473,11157637
100114483,11178282
100114489,11188554
100114496,11195515
100114498,11198841
100114504,11211050
100114510,11206037
100114515,11232010
100114517,11234034
100114518,11236003
100114538,11266517
100114539,11265846
100114570,11674281
100114573,11257086
100114649,11090564
100114650,11091090
100114668,11280558
100114689,11266409
100114698,11276504
100114711,11160152
100114732,11260721
100114733,11268866
100114740,11235196
100114743,11228249
100114748,11264343
100114848,11269482
100114875,11313875
100114900,11086634
100114912,11097747
100114917,11260633
100114930,11146440
100115040,11245058
100115042,11289526
100115067,11329139
100115107,11268989
100115115,11086796
100115150,11256539
100115154,11196800
100115155,11236266
100115177,11268721
100115180,11086913
100115185,11268776
100115186,11087056
100115188,11086646
100115189,11314371
100115204,11307425
100115265,11086828
100115280,11268606
100115289,11269110
100115297,11250510
100115309,11320642
100115367,11252279
100115370,11231762
100115423,11268973
100115428,11264738
100115429,11318252
100115459,11165557
100115467,11197139
100115469,11269878
100115488,11264593
100115493,11309761
100115505,11332757
100115512,11277007
100115514,11152239
100115556,11033918
100115560,11152900
100115599,11203768
100115601,11203143
100115608,11204212
100115616,11267567
100115640,11271572
100115671,11190764
100115769,11236948
100115856,11168488
100115861,11268026
100115864,11200205
100115877,11264579
100115884,11268888
100115904,11261727
100116024,11193147
100116042,11018772
100116051,11111372
100116060,11499992
100116169,11263956
100116197,11194391
100116259,12912994
100116268,11268902
100116324,11168246
100116359,11296439
100116368,11263656
100116370,11263620
100116390,11322615
100116401,11170796
100116403,11269208
100116478,11029215
100116527,11268505
100116556,11267408
100116587,11325670
100116600,11333817
100116622,11266302
100116623,11264784
100116666,11173296
100116676,11253585
100116691,11263819
100116693,11268999
100116707,11264011
100116776,11251806
100116785,11332758
100116823,11315806
100117127,11261292
100117237,11167834
100117243,11269630
100117278,11269450
100117308,11269154
100117331,11271134
100117422,11200451
100117505,11018234
100117523,11021168
100117529,11182243
100117564,11267163
100117659,11271102
100117663,11251224
100117708,11263677
100117720,11054603
100117840,11064550
100117841,11176546
100117845,11199173
100117861,11269809
100117870,11323156
100117880,11266311
100117889,11096902
100117891,11096435
100117906,11124441
100117911,11282409
100117945,11270919
100117951,11270097
100117959,11266876
100117967,11273040
100117973,11271213
100117983,11696297
100117986,11310446
100117989,11187852
100117990,11267768
100117992,11283075
100117999,11268442
100118008,11011559
100118034,11263616
100118037,11129828
100118038,11186355
100118041,11130922
100118079,11208751
100118084,11022408
100118085,11021610
100118088,11196075
100118099,11270643
100118112,11271599
100118116,11324284
100118121,11273459
100118143,11087151
100118144,11335884
100118145,11228990
100118147,11086898
100118150,11372975
100118151,11324096
100118214,11269947
100118216,11320817
100118244,11198121
100118259,11025515
100118265,11272452
100118268,11272804
100118340,11111292
100118350,11000251
100118357,11111441
100118359,11111535
100118383,11111526
100118413,11179871
100118428,11221165
100118448,11160273
100118487,11024439
100118488,11172646
100118491,11024439
100118493,11024439
100118495,11024439
100118497,11024439
100118499,11024439
100118500,11211714
100118502,11024439
100118505,11269738
100118507,11024439
100118509,11024439
100118514,11024439
100118516,11316664
100118526,11222360
100118527,11024439
100118528,11024439
100118531,11024439
100118532,11024439
100118534,11301611
100118536,11024439
100118539,11024439
100118546,11198606
100118561,11287979
100118578,11334911
100118582,11267664
100118625,12177846
100118637,11025984
100118647,11158577
100118648,11024439
100118658,11131367
100118683,11260736
100118694,11267223
100118711,11168735
100118714,11273395
100118721,11590432
100118777,11267982
100118801,11301539
100118844,11203266
100118865,11296630
100118872,11236077
100118887,11240799
100118889,11267840
100118910,11168435
100118914,11252036
100118915,11265637
100118930,11267196
100118937,11268331
100118938,11268551
100118950,11273140
100118962,11691849
100118965,11247387
100118995,11284655
100119000,11157012
100119004,11268577
100119015,11289177
100119048,11268061
100119137,11268336
100119140,11275381
100119175,11152240
100119185,11196845
100119211,11274038
100119244,11308865
100119284,11087025
100119285,11264536
100119297,11334974
100119305,11284692
100119322,11523245
100119328,11884451
100119329,11280457
100119349,11018706
100119381,11098186
100119404,11188752
100119406,11231683
100119409,11276556
100119412,11884076
100119422,11263621
100119423,11268986
100119482,11270891
100119515,11018706
100119533,11265971
100119541,12452508
100119567,11251571
100119585,11341937
100119620,11162729
100119675,11006947
100119676,11204035
100119690,11061165
100119758,11243253
100119761,11243262
100119855,11227768
100119856,11267457
100119865,11248283
100119876,11260620
100119882,11254399
100119923,11119582
100119925,11272802
100119953,11273108
100119961,11065743
100119962,11086356
100119970,11273109
100119989,11087058
100120007,11219488
100120019,11271238
100120030,11277630
100120174,11248825
100120175,11283081
100120191,11270047
100120287,11247390
100120289,11315660
100120293,11237538
100120295,11284782
100120300,11194521
100120332,11112476
100120341,11265678
100120349,11316739
100120384,11277426
100120385,11277919
100120386,11277945
100120392,11440072
100120396,11321942
100120401,11248765
100120428,11698160
100120429,11277432
100120432,11062049
100120433,11218008
100120445,11280632
100120453,11273119
100120509,11247779
100120525,11277367
100120540,11159444
100120541,11236808
100120545,11223911
100120546,11159167
100120547,11194714
100120551,11120553
100120554,11122454
100120558,11260652
100120581,11275466
100120642,11234737
100120712,11610120
100120733,11273652
100120774,11274119
100120786,11063882
100120789,11191340
100120801,11276693
100120873,11283993
100120885,11268834
100120888,11236593
100120905,11278362
100120909,13113488
100120963,11265132
100120968,11302860
100121015,11277449
100121058,11281522
100121059,11219046
100121100,11278260
100121116,11300124
100121142,11273601
100121143,11277996
100121156,11131174
100121172,11262031
100121198,11189306
100121219,11243091
100121243,11285223
100121263,11064050
100121279,11282852
100121310,11164267
100121320,11282735
100121324,11284692
100121331,11338779
100121339,11170871
100121340,11282132
100121351,11281063
100121352,11274107
100121377,11282955
100121415,11284466
100121480,11173257
100121504,11281549
100121537,11226295
100121547,11210729
100121564,11351721
100121604,11112785
100121638,11281707
100121646,11285586
100121700,11278259
100121702,11287174
100121715,11281111
100121726,11282633
100121759,11258944
100121760,11276152
100121775,11252534
100121781,11281336
100121786,11281355
100121808,11265559
100121818,11222406
100121827,11268635
100121860,11281748
100121874,11281124
100121928,11276295
100121990,11277827
100121991,11283074
100122002,11276615
100122005,11276681
100122016,11267486
100122054,11283421
100122060,11285615
100122076,11260474
100122082,11163072
100122092,11276739
100122099,11389139
100122132,11332742
100122191,11283208
100122210,11125689
100122227,11283207
100122246,11142019
100122260,11142072
100122261,11142154
100122264,11044915
100122266,11142106
100122267,11142152
100122271,11142265
100122274,11142271
100122275,11142278
100122277,11142038
100122281,11142307
100122282,11142309
100122283,11142259
100122288,11142091
100122294,11044364
100122299,11142315
100122300,11202751
100122305,11211207
100122318,11206866
100122319,11169993
100122322,11142135
100122323,11142337
100122333,11142020
100122339,11170276
100122340,11142345
100122345,11142277
100122350,11171004
100122352,11142069
100122354,11196801
100122355,11175472
100122362,11144892
100122367,11204224
100122374,11142104
100122377,11199241
100122382,11142319
100122386,11169458
100122395,11142379
100122441,11199107
100122442,11225764
100122444,11144628
100122448,11211506
100122453,11219470
100122459,11169553
100122474,11205499
100122479,11044891
100122481,11228524
100122500,11142496
100122508,11181858
100122514,11228356
100122558,11258084
100122560,12761749
100122566,11118164
100122568,11121296
100122571,11120733
100122574,11163528
100122578,11121015
100122580,11120964
100122581,11121035
100122582,11121064
100122583,11121126
100122585,11121549
100122586,11121569
100122592,11165151
100122593,11182724
100122594,11122295
100122595,11131760
100122599,11182723
100122601,11285233
100122609,11285720
100122639,11276943
100122651,11340752
100122682,11282579
100122775,11282419
100122813,11286113
100122821,11282636
100122861,11253713
100122867,11024439
100122868,11338946
100122879,11024439
100122894,11283211
100123019,11280761
100123048,11484492
100123056,13459090
100123112,11475413
100123157,11276772
100123159,11284694
100123204,11278088
100123244,11282931
100123259,11060987
100123283,11561070
100123333,11286292
100123367,11288605
100123380,11281569
100123397,11277794
100123429,11271461
100123454,11282801
100123484,11248658
100123510,11284463
100123512,11253723
100123519,11283311
100123598,11289224
100123704,11289269
100123710,11276958
100123731,12915853
100123738,11284698
100123759,11040275
100123776,11063073
100123828,11065184
100123880,11294894
100123905,11342977
100123933,11197841
100123950,11067985
100124013,11191359
100124037,11225504
100124042,11226665
100124060,11268532
100124101,11205442
100124134,11204165
100124148,11212432
100124155,11215670
100124165,11268832
100124166,11210794
100124171,11212384
100124176,11217886
100124181,11218011
100124193,11222502
100124207,11221135
100124214,11222341
100124216,11268401
100124217,11222141
100124223,11225026
100124252,11246167
100124253,11230404
100124254,11232618
100124258,11229154
100124263,11228374
100124267,11234048
100124268,11232988
100124271,11234893
100124272,11232566
100124276,11235140
100124312,11234843
100124313,11171984
100124321,11190685
100124327,11179925
100124336,11182968
100124341,11188255
100124345,11171737
100124351,11269140
100124355,11200891
100124379,11181057
100124384,11187878
100124387,11191604
100124406,11260489
100124413,11252050
100124414,11251488
100124429,11161463
100124434,11190250
100124448,11261930
100124450,11252126
100124481,11251987
100124499,11271194
100124507,11273972
100124515,11047506
100124535,11053316
100124544,11067460
100124567,11151639
100124568,11151646
100124569,11151774
100124570,11086580
100124582,11159776
100124604,11053315
100124612,11272461
100124689,11123606
100124748,11269246
100124750,11268524
100124762,11155037
100124770,11268650
100124786,11187403
100124822,11283563
100124825,11281747
100124846,11289429
100124848,11289433
100124877,11117725
100124881,11117754
100124887,11117783
100124892,11117792
100124897,11117819
100124899,11117832
100124900,11117842
100124908,11117969
100124930,11118130
100124931,11118131
100124933,11118137
100124944,11118200
100124951,11253538
100124961,11118573
100124986,11253903
100124988,11119024
100124993,11119143
100124996,11119174
100125016,11119399
100125019,11119412
100125023,11255121
100125026,11119520
100125029,11119548
100125038,11120065
100125039,11120066
100125042,11120098
100125051,11153211
100125057,11157625
100125060,11132818
100125065,11151355
100125098,11120343
100125109,11158625
100125126,11120743
100125136,11157061
100125159,11159072
100125165,11172671
100125167,11161256
100125238,11163673
100125245,11191735
100125251,11121574
100125253,11190654
100125254,11174959
100125256,11201109
100125261,11180208
100125262,11180546
100125267,11196670
100125268,11205398
100125272,11184075
100125274,11183375
100125284,11191418
100125287,11188777
100125311,11230925
100125314,11258080
100125318,11208932
100125320,11213897
100125322,11226648
100125331,11229273
100125334,11219161
100125337,11246061
100125338,11232015
100125343,11255086
100125358,13327458
100125369,11253607
100125384,11120864
100125390,11120879
100125392,11120884
100125407,11118619
100125410,11120961
100125418,11120999
100125432,11121102
100125435,11121110
100125436,11255389
100125438,11240884
100125451,11121225
100125458,11121249
100125463,11712920
100125467,11156735
100125468,11121312
100125478,11253755
100125483,11173196
100125487,11156673
100125524,11253942
100125525,11256103
100125543,11253959
100125570,11121501
100125571,11121504
100125579,11121542
100125587,11121550
100125594,11121587
100125611,11121649
